10 300 3000
0 55 -0.0631173 0.206126
0 54 -0.306697 -0.0038883
0 53 -0.626242 -0.695566
0 52 0.305976 -0.0141316
0 51 -0.418922 -0.124639
0 50 0.342322 -0.029289
0 49 0.796999 -0.720302
0 48 0.379648 0.445213
0 47 0.142967 0.242185
0 22 -0.208365 0.125623
0 21 -0.451189 0.46224
0 20 0.39712 -0.136625
0 19 -0.475233 0.173479
0 18 0.0414048 0.170441
0 17 -0.41996 -0.050719
0 16 -0.307571 -0.305977
0 15 0.0879861 0.485743
0 14 -0.406327 0.487132
0 13 0.0925534 0.213982
0 12 0.150054 -0.37645
0 11 -0.625969 0.329454
0 4 0.325948 0.533651
0 3 -0.328219 -0.0263611
0 2 -0.00146576 -0.593912
0 0 -0.496282 -0.072897
0 1 -0.755437 0.68184
0 5 -0.529065 0.239425
0 6 -0.425914 0.256766
0 7 0.572083 0.509846
0 8 -0.472975 0.0282491
0 9 -0.457835 0.516384
0 10 0.245532 -0.173275
0 23 -0.627995 0.0987807
0 24 -0.779879 -0.200143
0 25 -0.188884 0.322781
0 26 0.500327 -0.391804
0 27 0.332578 0.543193
0 28 0.334291 0.51694
0 29 -0.34179 -0.307924
0 30 0.129197 -0.223255
0 31 0.0233973 0.077878
0 32 0.139024 0.202722
0 33 -0.381491 0.515096
0 34 0.120225 -0.0992376
0 35 -0.586982 -0.545568
0 36 -0.228251 -0.332249
0 37 -0.481772 -0.0632965
0 38 0.144661 0.260591
0 39 -0.739266 0.369961
0 40 -0.675493 0.284355
0 41 0.286646 0.440211
0 42 -0.0192005 -0.350005
0 43 0.558404 -0.862144
0 44 0.246621 0.835447
0 45 -0.391563 -0.116627
0 46 -0.517586 -0.591258
0 97 -0.442416 -0.863053
0 98 0.243376 0.244111
0 99 -0.18605 -0.0563646
0 100 0.375087 0.219481
0 101 0.595637 0.590429
0 102 -0.019956 -0.626237
0 103 0.314471 -0.164091
0 104 0.0815907 -0.058759
0 105 0.409755 -0.293765
0 106 0.516014 0.436701
0 107 0.540041 0.557764
0 108 -0.0181003 0.374774
0 109 -0.737347 0.49339
0 110 -0.273161 -0.614613
0 111 0.203001 -0.367391
0 112 0.550147 -0.338558
0 113 0.0530184 -0.321714
0 114 0.328782 -0.352039
0 115 0.143549 -0.213843
0 116 0.731162 0.0114397
0 117 -0.221682 0.538993
0 118 -0.0505125 -0.429632
0 119 -0.333044 0.399341
0 120 0.379148 -0.5559
0 121 -0.645912 0.714945
0 122 -0.282574 -0.245527
0 123 0.482333 -0.824515
0 124 -0.392604 0.127299
0 125 0.729995 -0.420232
0 126 -0.295512 -0.31596
0 127 -0.0970498 -0.167699
0 128 0.433844 0.441901
0 129 0.0188893 0.237835
0 130 -0.184253 -0.436655
0 131 0.256878 -0.00988104
0 132 0.22788 -0.180968
0 133 -0.0561629 -0.0795209
0 134 -0.425921 0.506177
0 135 -0.641973 -0.869347
0 136 -0.677627 0.0304816
0 137 0.0736804 -0.570406
0 138 -0.0976486 -0.509806
0 139 0.168238 -0.519496
0 140 -0.92085 0.166174
0 141 0.448914 0.445417
0 142 0.0599067 -0.0886349
0 143 0.486691 -0.111182
0 144 -0.173862 0.921035
0 145 0.359427 -0.820297
0 146 -0.428813 -0.158092
0 147 -0.298593 -0.543785
0 148 0.0205914 -0.585318
0 149 -0.699035 0.604685
0 150 0.0184251 -0.305928
0 151 0.264142 0.319805
0 152 0.210162 -0.235279
0 153 0.266724 -0.369053
0 154 -0.0730488 0.0708328
0 155 -0.423953 0.259738
0 156 -0.272053 -0.574978
0 157 0.0247129 -0.349411
0 158 0.0643495 -0.399521
0 159 -0.192885 0.272486
0 160 0.0643355 -0.862051
0 161 0.382612 -0.578826
0 162 -0.420997 -0.0110849
0 163 0.582168 0.389627
0 164 -0.239742 0.0110675
0 165 -0.564507 0.45245
0 166 -0.273864 -0.180171
0 167 0.0656695 0.051677
0 168 -0.347702 -0.457908
0 169 0.0782781 -0.53699
0 170 0.156081 -0.570497
0 171 0.478253 -0.610262
0 172 -0.0369446 0.359593
0 173 0.195624 -0.68251
0 174 -0.334064 0.0310112
0 175 -0.022171 -0.104187
0 176 0.354435 -0.224207
0 177 -0.196417 0.201751
0 178 -0.0995483 -0.619048
0 179 0.0211831 -0.409914
0 180 -0.485574 0.0356934
0 181 0.332213 -0.0316136
0 182 -0.224573 -0.505179
0 183 0.202815 -0.518532
0 184 0.676384 0.122137
0 185 -0.478216 -0.339266
0 186 0.514522 0.82824
0 187 0.627761 -0.457735
0 188 -0.528329 -0.183521
0 189 -0.319457 0.294383
0 190 0.0789124 -0.274427
0 191 0.0984848 0.326049
0 192 0.616361 0.0331218
0 193 -0.421449 -0.0655158
0 194 -0.364897 -0.0321202
0 195 -0.159353 -0.385962
0 196 0.341833 -0.543138
0 197 0.260195 0.645913
0 198 0.0253137 -0.627322
1 299 -0.437124 0.40969
1 298 0.703842 0.0227823
1 297 -0.672814 -0.176554
1 296 -0.0338146 -0.42867
1 295 -0.0395668 -0.414498
1 294 -0.53205 -0.0645042
1 293 -0.0137359 0.410304
1 292 0.162593 -0.977641
1 291 0.614007 -0.450239
1 290 -0.572194 -0.0305048
1 289 -0.148605 -0.0525763
1 288 -0.555978 -0.335406
1 287 0.143916 -0.191688
1 286 -0.205622 0.235276
1 285 -0.197583 -0.112261
1 284 -0.149593 0.0710487
1 283 0.0416195 0.117852
1 282 -0.24006 -0.297288
1 281 -0.642214 0.858229
1 280 0.390371 -0.568596
1 279 -0.772547 0.396766
1 278 -0.155087 -0.361625
1 277 -0.31027 0.0191083
1 276 0.166536 -0.479876
1 275 -0.152319 -0.358943
1 274 0.47285 0.409014
1 273 0.151917 -0.442052
1 272 0.660903 0.468056
1 271 0.0455907 -0.309078
1 270 0.523505 -0.754087
1 269 -0.00346351 -0.323606
1 268 -0.00102461 0.337874
1 267 -0.100185 -0.0277812
1 266 -0.879881 -0.743507
1 265 -0.0041175 0.282321
1 264 0.624302 0.614561
1 263 0.146781 -0.346428
1 262 0.0169849 -0.325206
1 261 -0.732171 -0.259111
1 260 -0.272182 -0.369743
1 259 -0.78667 -0.652978
1 258 0.730634 -0.409331
1 257 0.218591 0.484037
1 256 0.331005 -0.500117
1 255 -0.542048 -0.589257
1 254 -0.217994 0.000704744
1 253 0.0719582 0.0903109
1 252 0.193128 -0.179333
1 251 -0.967163 -0.944592
1 250 0.188286 -0.345862
1 249 -0.145566 -0.575938
1 248 -0.497555 -0.40695
1 247 0.214886 0.276888
1 246 -0.313715 -0.54075
1 245 0.293778 -0.471717
1 244 0.00856794 0.252877
1 243 -0.237356 -0.195772
1 242 -0.0659854 -0.474591
1 241 0.481974 0.393916
1 240 0.510983 0.298025
1 239 0.713905 0.268015
1 238 -0.397229 -0.562952
1 237 -0.594382 -0.258454
1 236 -0.440195 0.138802
1 235 -0.354731 -0.33534
1 234 0.396237 0.30202
1 233 0.341949 0.309925
1 232 -0.623218 0.250511
1 231 -0.69327 -0.552184
1 230 -0.278692 0.234724
1 229 -0.249413 0.0101126
1 228 -0.148213 0.227051
1 227 0.491223 -0.041327
1 226 0.509387 0.0552077
1 225 -0.449669 -0.027997
1 224 -0.381628 0.089229
1 223 0.38667 -0.341057
1 222 -0.00601592 0.553669
1 221 -0.395112 -0.162433
1 220 0.36653 -0.519976
1 219 0.104155 -0.455672
1 218 -0.0784727 -0.359003
1 217 -0.539905 0.185707
1 216 -0.361651 0.44065
1 215 0.310153 -0.815058
1 214 0.243102 0.453999
1 213 -0.440633 0.165499
1 212 -0.567196 -0.487594
1 211 -0.531599 0.282413
1 210 0.445974 -0.455599
1 209 0.633497 -0.02829
1 208 -0.41308 -0.4153
1 207 -0.122585 0.449158
1 206 0.301365 0.658427
1 205 0.142571 -0.298712
1 204 0.596863 -0.538212
1 203 -0.278138 0.0815226
1 202 0.440663 0.616758
1 201 -0.457098 -0.454507
1 200 0.456928 0.408756
1 199 -0.426163 0.557973
1 96 -0.562867 0.0648571
1 95 -0.100129 -0.136238
1 94 0.555529 -0.577267
1 93 0.550458 0.597667
1 92 0.66445 -0.538891
1 91 -0.56632 0.11889
1 90 0.0639042 -0.0764175
1 89 -0.211552 0.57987
1 88 -0.264478 0.503114
1 87 0.432035 -0.682827
1 86 -0.463756 -0.506571
1 85 0.0349066 0.114355
1 84 0.092658 0.190302
1 83 0.768845 -0.647518
1 82 0.655338 0.362566
1 81 0.427732 -0.164976
1 80 0.0780549 -0.44235
1 79 -0.448398 0.13052
1 78 -0.141999 -0.237871
1 77 -0.0029134 0.190006
1 76 -0.529722 -0.228065
1 75 -0.111289 0.375094
1 74 -0.27874 -0.365402
1 73 0.174039 -0.575539
1 72 0.0402923 -0.628948
1 71 -0.423352 -0.261057
1 70 -0.262293 0.613626
1 69 -0.491212 -0.596503
1 68 -0.404833 -0.499091
1 67 0.0946402 0.0456038
1 66 -0.870519 -0.0366386
1 65 -0.366574 0.0785786
1 64 0.0170227 -0.528019
1 63 -0.0512602 0.154313
1 62 -0.0906889 0.46508
1 61 0.31095 0.0164508
1 60 0.0621619 0.0905698
1 59 0.28169 0.34371
1 58 -0.0386578 -0.24337
1 57 -0.0273479 -0.325911
1 56 -0.176318 0.77926
1 55 -0.057261 0.165908
1 54 -0.314655 -0.0551866
1 53 -0.665622 -0.737237
1 52 0.307979 -0.0725073
1 51 -0.431763 -0.174756
1 50 0.347254 -0.11876
1 49 0.78139 -0.83204
1 48 0.399822 0.394196
1 47 0.1549 0.174631
1 22 -0.208322 0.0908218
1 21 -0.442948 0.425628
1 20 0.396232 -0.201516
1 19 -0.472843 0.152682
1 18 0.0477986 0.12437
1 17 -0.429822 -0.0849742
1 16 -0.323992 -0.340256
1 15 0.1071 0.443349
1 14 -0.391516 0.464296
1 13 0.101194 0.163988
1 12 0.13468 -0.429638
1 11 -0.623447 0.279816
1 4 0.349391 0.470055
1 3 -0.334844 -0.0584195
1 2 -0.0270059 -0.651255
1 0 -0.509953 -0.125066
1 1 -0.74073 0.654524
1 5 -0.53178 0.190059
1 6 -0.421601 0.223562
1 7 0.599536 0.442894
1 8 -0.477516 -0.0076975
1 9 -0.441292 0.496467
1 10 0.239258 -0.22549
1 23 -0.635612 0.0612856
1 24 -0.8024 -0.242555
1 25 -0.178744 0.277588
1 26 0.488145 -0.465344
1 27 0.35824 0.475288
1 28 0.356193 0.458315
1 29 -0.35749 -0.346881
1 30 0.121404 -0.310853
1 31 0.0268799 0.016924
1 32 0.150482 0.157405
1 33 -0.364978 0.492028
1 34 0.11707 -0.151398
1 35 -0.615114 -0.579282
1 36 -0.245705 -0.400002
1 37 -0.489809 -0.0872625
1 38 0.154283 0.200217
1 39 -0.737935 0.336228
1 40 -0.676437 0.256921
1 41 0.308765 0.362488
1 42 -0.0338055 -0.394143
1 43 0.531658 -0.975531
1 44 0.282563 0.76928
1 45 -0.402025 -0.155921
1 46 -0.549821 -0.6294
1 97 -0.483811 -0.927318
1 98 0.255415 0.195689
1 99 -0.191889 -0.0987298
1 100 0.389008 0.157895
1 101 0.622892 0.525667
1 102 -0.0480102 -0.690019
1 103 0.309177 -0.224912
1 104 0.077732 -0.118398
1 105 0.403192 -0.359356
1 106 0.538348 0.375751
1 107 0.568037 0.489217
1 108 -0.00472486 0.332353
1 109 -0.733761 0.464033
1 110 -0.304076 -0.66645
1 111 0.193483 -0.443685
1 112 0.543973 -0.434971
1 113 0.0395591 -0.368423
1 114 0.315191 -0.406197
1 115 0.135323 -0.279049
1 116 0.74434 -0.0907593
1 117 -0.202174 0.505487
1 118 -0.0677536 -0.483484
1 119 -0.320729 0.365298
1 120 0.363091 -0.65595
1 121 -0.627301 0.689352
1 122 -0.298113 -0.308254
1 123 0.458401 -0.934232
1 124 -0.393247 0.0944922
1 125 0.720333 -0.518738
1 126 -0.313654 -0.375873
1 127 -0.104153 -0.233396
1 128 0.453497 0.389133
1 129 0.0271494 0.173266
1 130 -0.204836 -0.475513
1 131 0.258152 -0.0772965
1 132 0.22288 -0.240497
1 133 -0.0596044 -0.148096
1 134 -0.409581 0.488542
1 135 -0.690053 -0.92878
1 136 -0.686293 -0.00512665
1 137 0.0500025 -0.625344
1 138 -0.120572 -0.553674
1 139 0.149748 -0.618634
1 140 -0.932071 0.131666
1 141 0.471835 0.390088
1 142 0.0537351 -0.146424
1 143 0.487811 -0.176869
1 144 -0.139446 0.866544
1 145 0.331843 -0.932539
1 146 -0.441137 -0.196556
1 147 -0.324701 -0.583266
1 148 -0.00517492 -0.657922
1 149 -0.687407 0.581318
1 150 0.00515727 -0.390268
1 151 0.280654 0.257419
1 152 0.203889 -0.286429
1 153 0.254106 -0.43134
1 154 -0.0734073 0.0353978
1 155 -0.417942 0.230974
1 156 -0.298826 -0.635525
1 157 0.0102792 -0.413189
1 158 0.0493865 -0.45296
1 159 -0.182935 0.240428
1 160 0.0294436 -0.950199
1 161 0.361232 -0.655887
1 162 -0.42728 -0.0348701
1 163 0.605845 0.320847
1 164 -0.243976 -0.029354
1 165 -0.553141 0.432741
1 166 -0.286947 -0.238859
1 167 0.0657446 -0.0189346
1 168 -0.373528 -0.527269
1 169 0.0549414 -0.605864
1 170 0.13345 -0.635018
1 171 0.458198 -0.692344
1 172 -0.0252908 0.294408
1 173 0.170794 -0.766798
1 174 -0.335277 -0.00225305
1 175 -0.0277191 -0.164061
1 176 0.348693 -0.285644
1 177 -0.190457 0.168388
1 178 -0.125279 -0.675921
1 179 0.00256067 -0.469191
1 180 -0.487268 0.01211
1 181 0.33504 -0.0870756
1 182 -0.251945 -0.564857
1 183 0.184938 -0.605932
1 184 0.690602 0.0330409
1 185 -0.498312 -0.365797
1 186 0.554469 0.749586
1 187 0.616636 -0.54019
1 188 -0.54142 -0.209484
1 189 -0.315064 0.262289
1 190 0.0699901 -0.320724
1 191 0.111511 0.253462
1 192 0.62784 -0.0693265
1 193 -0.433905 -0.120489
1 194 -0.371908 -0.0607541
1 195 -0.176666 -0.446505
1 196 0.32444 -0.610434
1 197 0.290376 0.577548
1 198 0.00256115 -0.687842
2 299 -0.429388 0.364426
2 298 0.71229 -0.0662299
2 297 -0.691698 -0.22429
2 296 -0.0537842 -0.4839
2 295 -0.0540804 -0.471397
2 294 -0.540556 -0.0922048
2 293 0.00212758 0.361003
2 292 0.126541 -1.07884
2 291 0.603872 -0.532544
2 290 -0.579803 -0.0521221
2 289 -0.154275 -0.108667
2 288 -0.576693 -0.358398
2 287 0.137011 -0.243111
2 286 -0.201009 0.199506
2 285 -0.203729 -0.158899
2 284 -0.148727 0.036324
2 283 0.046213 0.0467853
2 282 -0.257208 -0.352528
2 281 -0.619788 0.820723
2 280 0.370717 -0.631694
2 279 -0.768371 0.366362
2 278 -0.174333 -0.403463
2 277 -0.318502 -0.0148087
2 276 0.149843 -0.56073
2 275 -0.165587 -0.402955
2 274 0.49343 0.348751
2 273 0.134097 -0.506934
2 272 0.688615 0.374104
2 271 0.0332828 -0.360082
2 270 0.501816 -0.862524
2 269 -0.016131 -0.368872
2 268 0.0132334 0.29229
2 267 -0.102608 -0.0995638
2 266 -0.924996 -0.790968
2 265 0.00493945 0.241514
2 264 0.653981 0.54161
2 263 0.135876 -0.421897
2 262 0.00151252 -0.387044
2 261 -0.755469 -0.308696
2 260 -0.291224 -0.405255
2 259 -0.825315 -0.694684
2 258 0.72443 -0.510392
2 257 0.240146 0.432746
2 256 0.313227 -0.566996
2 255 -0.574362 -0.635633
2 254 -0.2229 -0.0491178
2 253 0.0749246 0.0441727
2 252 0.186493 -0.252225
2 251 -1.02519 -1.00132
2 250 0.17908 -0.404986
2 249 -0.170858 -0.619606
2 248 -0.518816 -0.446609
2 247 0.225399 0.223408
2 246 -0.338322 -0.600231
2 245 0.280445 -0.533618
2 244 0.0182759 0.21138
2 243 -0.248672 -0.234657
2 242 -0.0898813 -0.537143
2 241 0.500932 0.335609
2 240 0.528748 0.226359
2 239 0.736375 0.184787
2 238 -0.425826 -0.61578
2 237 -0.614291 -0.309143
2 236 -0.441681 0.112886
2 235 -0.373644 -0.378288
2 234 0.411475 0.247196
2 233 0.359772 0.255891
2 232 -0.623094 0.219588
2 231 -0.726535 -0.592671
2 230 -0.271779 0.202528
2 229 -0.252426 -0.0229744
2 228 -0.142191 0.188425
2 227 0.494452 -0.0999126
2 226 0.51658 -0.038222
2 225 -0.455493 -0.0513177
2 224 -0.381424 0.0648889
2 223 0.377395 -0.405209
2 222 0.0162753 0.502769
2 221 -0.407113 -0.193001
2 220 0.347417 -0.589869
2 219 0.0864746 -0.525462
2 218 -0.0922969 -0.421814
2 217 -0.543262 0.161925
2 216 -0.350863 0.419142
2 215 0.281241 -0.919215
2 214 0.261516 0.408199
2 213 -0.440257 0.134444
2 212 -0.592217 -0.524708
2 211 -0.53213 0.230807
2 210 0.433439 -0.530222
2 209 0.640822 -0.113895
2 208 -0.434495 -0.445955
2 207 -0.10893 0.4102
2 206 0.330425 0.594431
2 205 0.130239 -0.357943
2 204 0.581524 -0.630884
2 203 -0.281405 0.0506829
2 202 0.47106 0.545644
2 201 -0.481301 -0.492427
2 200 0.477759 0.340081
2 199 -0.411423 0.527315
2 96 -0.567121 0.0298799
2 95 -0.106623 -0.183398
2 94 0.539071 -0.662348
2 93 0.58301 0.508782
2 92 0.652004 -0.639519
2 91 -0.568962 0.0909867
2 90 0.0606161 -0.147017
2 89 -0.19039 0.538453
2 88 -0.246992 0.4682
2 87 0.412259 -0.780744
2 86 -0.490849 -0.557018
2 85 0.03662 0.0691446
2 84 0.100632 0.137549
2 83 0.75074 -0.755557
2 82 0.675764 0.285319
2 81 0.427494 -0.249557
2 80 0.0583888 -0.491097
2 79 -0.446745 0.111768
2 78 -0.15329 -0.284533
2 77 0.00544258 0.146789
2 76 -0.54765 -0.270457
2 75 -0.100386 0.306108
2 74 -0.300309 -0.402991
2 73 0.151503 -0.650872
2 72 0.0130166 -0.693406
2 71 -0.438476 -0.288229
2 70 -0.243695 0.572737
2 69 -0.521186 -0.628852
2 68 -0.429123 -0.53077
2 67 0.0950163 0.00173084
2 66 -0.889456 -0.0792928
2 65 -0.368187 0.054082
2 64 -0.00400226 -0.577104
2 63 -0.0468261 0.116507
2 62 -0.072608 0.409921
2 61 0.312869 -0.0375
2 60 0.0644576 0.0438067
2 59 0.29801 0.29672
2 58 -0.053867 -0.318493
2 57 -0.0424586 -0.37396
2 56 -0.147872 0.726658
2 55 -0.0528453 0.123969
2 54 -0.319904 -0.10267
2 53 -0.705184 -0.775406
2 52 0.306092 -0.131771
2 51 -0.443729 -0.220867
2 50 0.346496 -0.210017
2 49 0.760525 -0.942165
2 48 0.41866 0.33493
2 47 0.162793 0.102851
2 22 -0.205352 0.0554639
2 21 -0.431815 0.383798
2 20 0.389209 -0.266485
2 19 -0.471937 0.130634
2 18 0.0524712 0.0767123
2 17 -0.438968 -0.116166
2 16 -0.34132 -0.370028
2 15 0.127037 0.398297
2 14 -0.378278 0.44318
2 13 0.110066 0.111456
2 12 0.11902 -0.480357
2 11 -0.626126 0.227344
2 4 0.371642 0.404979
2 3 -0.341147 -0.0902999
2 2 -0.0542065 -0.710378
2 0 -0.524755 -0.178728
2 1 -0.727459 0.624564
2 5 -0.534905 0.141309
2 6 -0.420427 0.196191
2 7 0.622477 0.376428
2 8 -0.487772 -0.0431275
2 9 -0.427806 0.474537
2 10 0.234759 -0.276077
2 23 -0.643796 0.0193231
2 24 -0.825841 -0.284141
2 25 -0.172509 0.233662
2 26 0.47704 -0.538327
2 27 0.382793 0.403649
2 28 0.378043 0.398114
2 29 -0.37605 -0.389118
2 30 0.109621 -0.402829
2 31 0.0277858 -0.0499271
2 32 0.15579 0.107296
2 33 -0.352974 0.469479
2 34 0.110981 -0.204178
2 35 -0.645513 -0.614374
2 36 -0.267757 -0.464123
2 37 -0.497915 -0.114139
2 38 0.165711 0.134876
2 39 -0.736995 0.302464
2 40 -0.674363 0.227306
2 41 0.330123 0.285211
2 42 -0.0489904 -0.440785
2 43 0.503405 -1.09163
2 44 0.318785 0.703014
2 45 -0.416021 -0.199282
2 46 -0.582609 -0.669425
2 97 -0.53076 -0.994318
2 98 0.264044 0.147189
2 99 -0.197905 -0.145076
2 100 0.395914 0.0950774
2 101 0.65002 0.457729
2 102 -0.0786683 -0.754129
2 103 0.3038 -0.288124
2 104 0.0733093 -0.181767
2 105 0.390295 -0.424651
2 106 0.557456 0.312786
2 107 0.592486 0.418523
2 108 0.00779736 0.290326
2 109 -0.725804 0.431805
2 110 -0.333752 -0.716131
2 111 0.173888 -0.519343
2 112 0.535446 -0.534615
2 113 0.0242685 -0.415459
2 114 0.303274 -0.462798
2 115 0.122783 -0.348172
2 116 0.749583 -0.199392
2 117 -0.187305 0.468804
2 118 -0.0892706 -0.539579
2 119 -0.310848 0.329784
2 120 0.34202 -0.759334
2 121 -0.61079 0.659078
2 122 -0.318633 -0.374351
2 123 0.427946 -1.044
2 124 -0.395539 0.0598482
2 125 0.710133 -0.616545
2 126 -0.335227 -0.433023
2 127 -0.118714 -0.300626
2 128 0.472212 0.337389
2 129 0.0347644 0.105829
2 130 -0.225786 -0.510755
2 131 0.258686 -0.149302
2 132 0.215308 -0.300062
2 133 -0.0677182 -0.221191
2 134 -0.393963 0.468589
2 135 -0.738966 -0.987473
2 136 -0.69681 -0.041487
2 137 0.0268916 -0.684686
2 138 -0.143443 -0.597907
2 139 0.126048 -0.717116
2 140 -0.945312 0.093997
2 141 0.488949 0.332889
2 142 0.0500148 -0.20656
2 143 0.484679 -0.244669
2 144 -0.108457 0.80762
2 145 0.300621 -1.04425
2 146 -0.455684 -0.230358
2 147 -0.349327 -0.621388
2 148 -0.0325758 -0.728928
2 149 -0.674838 0.553324
2 150 -0.00933816 -0.477512
2 151 0.293725 0.195222
2 152 0.193077 -0.33621
2 153 0.238397 -0.49106
2 154 -0.0726634 -0.00440435
2 155 -0.41395 0.201058
2 156 -0.33078 -0.693858
2 157 -0.0108636 -0.483631
2 158 0.0288933 -0.508629
2 159 -0.175167 0.210162
2 160 -0.0104956 -1.03832
2 161 0.338508 -0.739945
2 162 -0.433456 -0.0591808
2 163 0.624431 0.25181
2 164 -0.248015 -0.068069
2 165 -0.543167 0.411876
2 166 -0.302598 -0.304034
2 167 0.0630398 -0.0964326
2 168 -0.403134 -0.601098
2 169 0.031504 -0.674793
2 170 0.107337 -0.697693
2 171 0.435402 -0.771585
2 172 -0.0148096 0.231275
2 173 0.140285 -0.852566
2 174 -0.340279 -0.0356506
2 175 -0.0343417 -0.226984
2 176 0.340399 -0.349784
2 177 -0.185911 0.137423
2 178 -0.155047 -0.727102
2 179 -0.0165271 -0.530081
2 180 -0.494177 -0.00530754
2 181 0.333878 -0.144267
2 182 -0.278337 -0.624879
2 183 0.162043 -0.694386
2 184 0.702381 -0.0560971
2 185 -0.516368 -0.387758
2 186 0.593054 0.672787
2 187 0.600064 -0.621611
2 188 -0.55575 -0.232349
2 189 -0.310329 0.231228
2 190 0.0550716 -0.367214
2 191 0.12273 0.172889
2 192 0.635307 -0.176178
2 193 -0.444371 -0.18004
2 194 -0.379348 -0.0896973
2 195 -0.198615 -0.506134
2 196 0.300024 -0.67959
2 197 0.316475 0.50438
2 198 -0.0280995 -0.743674
3 299 -0.421619 0.318402
3 298 0.71909 -0.158423
3 297 -0.713957 -0.272221
3 296 -0.0743796 -0.537698
3 295 -0.0747845 -0.52926
3 294 -0.553803 -0.120924
3 293 0.0151237 0.312118
